"frame","time","face_prob","face_id","pitchF0","segment_id","segment_start","segment_end","track","speaker_id","text_token_id","text_token","text_token_start","text_token_end","match_id","FaceRectX","FaceRectY","FaceRectWidth","FaceRectHeight","AU01","AU02","AU04","AU06","AU07","AU10","AU12","AU14","AU15","AU17","AU23","AU24","fl1","fl2","fl3","fl4","fl5","fl6","fl7","fl8","fl9","fl10","fl11","fl12","fl13","fl14","fl15","fl16","fl17","fl18","fl19","fl20","fl21","fl22","fl23","fl24","fl25","fl26","fl27","fl28","fl29","fl30","fl31","fl32","fl33","fl34","fl35","fl36","fl37","fl38","fl39","fl40","fl41","fl42","fl43","fl44","fl45","fl46","fl47","fl48","fl49","fl50","fl51","fl52","fl53","fl54","fl55","fl56","fl57","fl58","fl59","fl60","fl61","fl62","fl63","fl64","fl65","fl66","fl67","fl68"
264,10.56,0.983,45,246.012,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,158.422,51.239,192.631,92.685,0.206,0.989,0.015,0.771,0.774,0.623,0.892,0.97,0.077,0.001,0.025,0,"162.50539556 72.20129299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
265,10.6,0.991,45,242.187,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,159.727,52.486,191.884,93.089,0.205,0.99,0.014,0.809,0.783,0.719,0.919,0.96,0.089,0.003,0.023,0,"162.73237637 71.98725086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
266,10.64,0.991,45,211.314,1,0.498,20.495,0,"SPEAKER_00",36,"you've",10.6,10.88,0,159.772,52.633,191.945,93.03,0.209,0.99,0.014,0.818,0.788,0.752,0.927,0.958,0.088,0.003,0.022,0,"162.64247087 71.85050738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
267,10.68,0.986,23,192.699,1,0.498,20.495,0,"SPEAKER_00",36,"you've",10.6,10.88,0,158.855,52.392,192.628,92.628,0.249,0.993,0.018,0.794,0.783,0.713,0.914,0.971,0.106,0.003,0.03,0,"162.45804518 71.99521309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
268,10.72,0.987,23,181.425,1,0.498,20.495,0,"SPEAKER_00",36,"you've",10.6,10.88,0,159.227,52.225,193.018,93.381,0.269,0.993,0.017,0.801,0.816,0.683,0.916,0.959,0.088,0.003,0.021,0,"162.671543 71.81609643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
269,10.76,0.985,23,167.587,1,0.498,20.495,0,"SPEAKER_00",36,"you've",10.6,10.88,0,159.436,52.379,193.183,93.99,0.246,0.993,0.018,0.807,0.824,0.65,0.906,0.971,0.093,0.002,0.024,0,"162.59842663 71.65721828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
270,10.8,0.985,23,154.001,1,0.498,20.495,0,"SPEAKER_00",36,"you've",10.6,10.88,0,159.233,52.16,193.452,94.516,0.252,0.992,0.02,0.794,0.838,0.61,0.891,0.975,0.082,0.002,0.024,0,"162.54845965 72.03206229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
271,10.84,0.995,23,NA,1,0.498,20.495,0,"SPEAKER_00",36,"you've",10.6,10.88,0,159.011,51.443,192.02,92.562,0.262,0.992,0.019,0.804,0.852,0.651,0.91,0.967,0.089,0.002,0.021,0,"161.93836129 71.12297964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
272,10.88,0.975,4,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,157.793,51.406,192.335,94.832,0.224,0.991,0.019,0.767,0.846,0.589,0.886,0.967,0.09,0.002,0.018,0,"161.67074168 71.28745997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
273,10.92,0.985,4,204.273,1,0.498,20.495,0,"SPEAKER_00",37,"ever",10.9,11.02,0,156.72,52.266,191.481,94.688,0.216,0.991,0.018,0.799,0.841,0.618,0.891,0.969,0.076,0.002,0.018,0,"161.55989754 73.18400204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
274,10.96,0.983,4,270.355,1,0.498,20.495,0,"SPEAKER_00",37,"ever",10.9,11.02,0,157.978,52.634,193.229,94.974,0.222,0.987,0.014,0.765,0.847,0.415,0.805,0.977,0.14,0.001,0.007,0,"161.2058481 72.37628865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
275,11,0.982,4,292.409,1,0.498,20.495,0,"SPEAKER_00",37,"ever",10.9,11.02,0,157.04,52.73,191.731,96.509,0.209,0.987,0.014,0.75,0.83,0.409,0.813,0.974,0.076,0.001,0.006,0,"161.18350089 73.22126138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
276,11.04,0.979,4,290.371,1,0.498,20.495,0,"SPEAKER_00",38,"seen",11.04,11.2,0,157.01,52.047,191.703,95.956,0.237,0.987,0.018,0.739,0.833,0.383,0.791,0.973,0.065,0.001,0.006,0,"161.03994182 73.07686806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
277,11.08,0.972,0,296.564,1,0.498,20.495,0,"SPEAKER_00",38,"seen",11.04,11.2,0,157.975,52.215,191.77,94.722,0.237,0.99,0.022,0.741,0.835,0.477,0.84,0.977,0.084,0.001,0.01,0,"161.42052139 72.6604138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
278,11.12,0.988,34,242.454,1,0.498,20.495,0,"SPEAKER_00",38,"seen",11.04,11.2,0,156.633,53.03,190.483,92.427,0.273,0.992,0.017,0.775,0.807,0.701,0.912,0.959,0.097,0.003,0.022,0,"161.42792146 73.23539126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
279,11.16,0.994,34,243.099,1,0.498,20.495,0,"SPEAKER_00",38,"seen",11.04,11.2,0,156.221,51.729,191.662,92.809,0.307,0.991,0.018,0.754,0.812,0.667,0.897,0.948,0.085,0.003,0.019,0,"161.7339803 73.20847976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
280,11.2,0.985,0,240.491,1,0.498,20.495,0,"SPEAKER_00",39,"dthen",11.2,11.34,0,157.932,52.962,192.644,94.053,0.284,0.992,0.018,0.759,0.788,0.697,0.897,0.955,0.091,0.003,0.021,0,"161.74736559 73.4476546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
281,11.24,0.982,5,236.504,1,0.498,20.495,0,"SPEAKER_00",39,"dthen",11.2,11.34,2,158.304,53.083,192.343,94.193,0.254,0.993,0.021,0.76,0.822,0.619,0.881,0.968,0.079,0.002,0.02,0,"162.13314009 73.50234509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
282,11.28,0.979,24,292.859,1,0.498,20.495,0,"SPEAKER_00",39,"dthen",11.2,11.34,0,157.646,52.703,192.53,94.03,0.277,0.994,0.019,0.78,0.804,0.666,0.885,0.968,0.107,0.003,0.027,0,"162.21718904 74.08778042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
283,11.32,0.971,30,156.974,1,0.498,20.495,0,"SPEAKER_00",39,"dthen",11.2,11.34,0,158.262,53.746,190.942,93.766,0.3,0.994,0.018,0.783,0.788,0.67,0.893,0.966,0.121,0.003,0.027,0,"162.07569623 73.80629349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
284,11.36,0.982,30,158.923,1,0.498,20.495,0,"SPEAKER_00",40,"you",11.34,11.42,0,158.267,52.804,192.354,93.872,0.335,0.995,0.02,0.753,0.795,0.611,0.868,0.97,0.126,0.003,0.032,0,"162.23245728 74.1589818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
285,11.4,0.981,24,233.156,1,0.498,20.495,0,"SPEAKER_00",40,"you",11.34,11.42,0,158.154,53.319,192.627,94.846,0.358,0.996,0.022,0.778,0.773,0.625,0.876,0.965,0.146,0.003,0.029,0,"162.3390969 74.9723587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
286,11.44,0.978,24,212.55,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,158.975,56,190.314,92.873,0.362,0.994,0.016,0.843,0.815,0.66,0.891,0.939,0.157,0.006,0.017,0,"161.50495476 74.44847441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
287,11.48,0.973,24,NA,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.43,52.343,191.323,94.304,0.31,0.994,0.022,0.806,0.845,0.502,0.843,0.982,0.128,0.002,0.011,0,"162.09151475 74.5989092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
288,11.52,0.983,2,NA,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.898,54.615,190.525,94.107,0.297,0.989,0.015,0.841,0.87,0.329,0.781,0.98,0.077,0.001,0.004,0,"161.81286916 74.23292792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
289,11.56,0.976,4,NA,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.621,51.95,192.113,94.925,0.26,0.99,0.013,0.805,0.819,0.286,0.768,0.984,0.07,0.001,0.004,0,"162.18642792 73.96169925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
290,11.6,0.973,2,225.408,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,157.152,53.256,191.302,95.584,0.247,0.99,0.013,0.783,0.794,0.257,0.779,0.984,0.059,0,0.004,0,"162.00838208 74.53855288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
291,11.64,0.966,34,225.134,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.027,51.706,191.274,95.25,0.177,0.985,0.01,0.748,0.791,0.346,0.813,0.96,0.061,0.001,0.004,0,"161.89807123 74.06447506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292,11.68,0.98,34,234.859,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.685,52.311,190.507,94.263,0.204,0.99,0.009,0.753,0.784,0.385,0.822,0.965,0.069,0.001,0.008,0,"161.20841715 74.62759179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293,11.72,0.983,34,244.455,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.62,52.489,190.081,94.189,0.226,0.988,0.011,0.754,0.807,0.433,0.852,0.958,0.067,0.001,0.009,0,"160.78909631 73.92183244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
294,11.76,0.984,34,252.549,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.067,53.577,189.665,93.793,0.212,0.988,0.014,0.712,0.812,0.499,0.856,0.97,0.075,0.001,0.011,0,"160.2857103 73.08455563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
295,11.8,0.983,34,263.265,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,156.378,54.315,188.674,93.286,0.241,0.992,0.014,0.779,0.836,0.58,0.892,0.959,0.093,0.002,0.016,0,"160.22914284 73.29016936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
296,11.84,0.978,34,264.154,1,0.498,20.495,0,"SPEAKER_00",41,"heard",11.46,11.86,0,157.39,52.811,191.265,93.835,0.268,0.992,0.017,0.759,0.838,0.589,0.878,0.953,0.081,0.003,0.016,0,"160.59393127 74.22623098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
297,11.88,0.985,34,267.461,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,156.29,54.282,187.968,93.12,0.306,0.993,0.015,0.756,0.845,0.577,0.884,0.95,0.085,0.003,0.014,0,"159.94263531 73.88761926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
298,11.92,0.982,34,267.632,1,0.498,20.495,0,"SPEAKER_00",42,"what",11.9,12.06,0,156.934,55.018,188.825,93.173,0.26,0.993,0.011,0.808,0.829,0.683,0.908,0.935,0.077,0.004,0.01,0,"160.78008601 73.78347111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
299,11.96,0.979,33,258.205,1,0.498,20.495,0,"SPEAKER_00",42,"what",11.9,12.06,0,157.459,54.926,189.226,92.656,0.296,0.993,0.014,0.779,0.851,0.589,0.892,0.943,0.09,0.003,0.014,0,"160.9186282 72.92763001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
300,12,0.986,33,NA,1,0.498,20.495,0,"SPEAKER_00",42,"what",11.9,12.06,0,158.298,52.861,191.627,93.436,0.231,0.991,0.019,0.717,0.818,0.53,0.858,0.965,0.07,0.002,0.015,0,"161.18599361 73.31254566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
301,12.04,0.982,33,NA,1,0.498,20.495,0,"SPEAKER_00",42,"what",11.9,12.06,0,157.425,52.899,192.563,95.462,0.234,0.992,0.018,0.702,0.807,0.422,0.804,0.976,0.089,0.001,0.011,0,"161.94525301 73.67719811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
302,12.08,0.982,34,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,157.402,53.285,190.774,93.492,0.22,0.986,0.02,0.707,0.818,0.493,0.82,0.973,0.101,0.001,0.008,0,"160.91873974 72.10817093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
303,12.12,0.98,48,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,156.742,52.982,191.416,94.53,0.186,0.976,0.015,0.754,0.847,0.5,0.819,0.974,0.128,0.001,0.007,0,"160.69073629 71.79064238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
304,12.16,0.99,21,239.431,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,157.186,51.853,192.665,94.044,0.199,0.987,0.018,0.699,0.772,0.388,0.818,0.984,0.076,0.001,0.009,0,"162.07510099 73.95436394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
305,12.2,0.989,25,242.069,1,0.498,20.495,0,"SPEAKER_00",44,"said",12.2,12.42,0,157.465,52.281,192.441,94.928,0.208,0.983,0.018,0.715,0.793,0.528,0.823,0.979,0.111,0.001,0.009,0,"161.37717229 71.80030316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
306,12.24,0.985,25,244.494,1,0.498,20.495,0,"SPEAKER_00",44,"said",12.2,12.42,0,158.774,52.966,191.913,94.77,0.177,0.986,0.015,0.749,0.811,0.458,0.833,0.976,0.071,0.001,0.008,0,"161.91283584 72.37478065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
307,12.28,0.98,23,247.217,1,0.498,20.495,0,"SPEAKER_00",44,"said",12.2,12.42,0,158.769,51.773,193.155,95.629,0.159,0.977,0.018,0.755,0.828,0.468,0.822,0.968,0.066,0.001,0.005,0,"161.62639409 71.7509135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
308,12.32,0.97,23,248.895,1,0.498,20.495,0,"SPEAKER_00",44,"said",12.2,12.42,0,158.412,52.839,191.335,93.429,0.177,0.983,0.008,0.827,0.844,0.438,0.856,0.95,0.058,0.001,0.004,0,"161.35917568 71.89644527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
